0077	木匠老姚：别光看杠子掉没掉。真用冰，接触面、水沟、木头吸水，多少得占一样。要是现场还有铁销和两股线，那就得另画图。
0078	民间结构猜测
0079	不能替代现场物证
0080	西门菜市今天豆角多少钱
0081	街坊互助 · 11回复
0082	几位住户报了早市价格和摊位位置。
0083	七点半问的，长豆角一块二。靠水产那排贵两毛。
0084	下午收摊早，别白跑。
0085	街坊互助
0086	完整
0087	南桥修自行车的搬哪儿了
0088	问路 · 7回复
0089	修车摊迁到粮站旧墙边，雨天不出摊。
0090	原来桥边那位搬到粮站西墙了。
0091	补胎还是两块，周一歇。
0092	问路
0093	北街又停电了吗
0094	生活 · 31回复
0095	用户按街段报告停电和恢复时间。
0096	我们这边九点五十停的，县中那头还有灯。
0097	供电所录音说线路检修，十一点前后恢复。
0098	生活
0099	缺2楼附件
0100	八六届二班同学会照片
0101	校友 · 46回复
0102	老同学认人、补名字，照片按上传顺序排列。
0103	第一张后排左二我认不准，先别往名单里写。
0104	照片只凭脸容易认错，等班主任那本点名册。
0105	校友
0106	图片缩略图可用
0107	今晚河湾夜钓水涨得快
0108	钓友 · 14回复
0109	钓友记录河湾水位和撤离时间。
0110	十点以后涨得快，桥墩第二道漆线快没了。
0111	别去北坡脚，那边刚冲过沟。
0112	钓友
0113	此文件已被禁止访问
0114	禁止页 · 无权限
0115	源码与管理员密码检索不会命中条目。
0116	禁止访问。请回到已打开页，抽出一个汉字词继续搜。
0117	禁止访问
0118	不能代替来源核对
0119	2004建目 · 2026复核
0120	槐树村祠堂案／旧索引争议项
0121	IDX-XGA98-ASHAN-2004 · 目录开放
0122	历史题名含‘阿山系唯一行为人’。本条已挂起源复核标记。
0123	著录依据：旧箱侧工作便签。便签未署名，未注引文书号。
0124	处理记录：旧题名保留供迁移核对；当前著录状态为‘待复核’。
0125	目录层，不替代案卷内容
0126	HS-98箱脊简称迁移对照
0127	扫描批次 HS98-R07 · 4页
0128	2004年迁移表。同一箱脊简称下列有两个原卷和一个扫描批次。
0129	原卷对照：XGA-1998-0717-03→HS-98-0717；DZ-1998-0719-11→GR-98-0719。
0130	批次号：HS98-R07。备注：底片袋B当前参见项与袋签原卷号不一致，疑系后写覆写所致，待改挂。
0131	迁移差错待纠
0132	槐树村正殿进入记录（四表合并目录）
0133	目录卡 · 影像开放
0134	庙产交接、卫生员签收、介绍信和门口登记共四表，姓名项已按文书号去重。
0135	合并姓名：赵成海、刘庆余、阿山、张大福、李有业、周守义、孙桂兰、林青。重复签收不另起一人。
0136	字段说明：‘到场’‘进院’‘入殿’为不同栏。首次完整跨入正殿项需依影像逐笔复核。
0137	离场栏抄录：赵成海22:09，刘庆余22:08，孙桂兰22:07。其余五人未见22:10前离场记载。
0138	名单不含未登记者
0139	纸本文书第427批逐页扫描说明
0140	数字化批次说明 · 公开
0141	2004年05月06日入批，共427册。数字文件依当日扫描环境写入创建时间。
0142	逐页登记页数、缺角和封袋号，可与入库清单回查。
0143	文件校验值覆盖扫描正文；原件形成日期仍依纸本著录。
0144	县农机厂职工登记：林文
0145	开放名录 · 同名项
0146	1964年生，城西住址，1996获奖后仍连续在岗。
0147	本条林文为农机厂职工，与1975失踪的林家长子不是同一人。
0148	排除字段：出生年、住址、连续履历。
0149	城西工人路
0150	陈家湾迁出登记目录卡
0151	民政档案 · 仅目录
0152	记录迁出日期、接收地和回执页数。
0153	接收地回执齐全，影像因隐私限制不开放。
0154	目录开放
0155	九月水利站巡沟记录
0156	水利档案 · 12页
0157	按沟段记录清淤、堵点和复查日期。
0158	北沟三段清淤完成，复查未见回堵。
0159	记录责任人只说明排班，不说明个人意见。
0160	北沟3段
0161	档案阅览室年度利用统计
0162	馆务 · 2页
0163	统计查档人次、复制页数和无法提供原因。
0164	全年接待418人次。未提供项目包括隐私限制、尚未数字化和不属本馆。
0165	开放
0166	1964材料 · 1999录目
0167	北坡三户轮灯簿与守更例
0168	底本：村社私存材料 · 异文照录
0169	根据轮灯簿、灯油支领页和巡沟页合并整理。底本影印与逐行校记见附图。
0170	站务注：原页用字不一，转写处一律保留‘户’‘更’‘手’等字，不以现代习惯改写。
0171	材料来源栏：人间存券、轮灯簿、灯油支领、巡沟页。各页不等高，裁切时未补足缺边。
0172	最后整理：1999-10-06。若有同批底本，请附页码来信，不收口述改写稿。
0173	人间存券、轮灯簿、巡沟页
0174	不含儿童或固定个人灯位
0175	1970—1974覆写层
0176	三基一守条目（来源层待核的后出文本）
0177	旧题名‘地方旧俗原文’已勘误
0178	本页旧题名已于2026年08月改挂。附图并列1964底本、覆写版与局部刮痕。
0179	页面说明：现存件有补笔、刮擦和墨色差。为避免网页缩图把它们混在一起，站务重新排了底本、覆写与细部三个查看位。
0180	旧链接不删，但题名上方已加版本勘误。引用过旧题名的读者，请改用版本号VER-FOLK-1974-2026-08。
0181	录入人留言：本页不补猜被刮掉的字，只按现有笔画分层。
0182	来源层待核
0183	版本记录：1974条目来源层勘误
0184	版本历史 · 固定公开记录
0185	题名从‘地方旧俗原文’改为‘来源层待核的后出文本’。
0186	改动项：题名、来源层备注、影印图组次序。原URL与旧版页面均保留。
0187	著录处理：1964底本和1970—1974覆写层分别立项，互设参见。
0188	勘误人：槐北民俗资料网站务。如仍发现旧题名缓存，请在来信中注明页面地址。
0189	公开
0190	地方旧俗原文
0191	1987采录 · 2001上网
0192	庙后旧矿走访小记
0193	读者来稿 · 地点未经测绘复核
0194	读者以步数记了一次庙后找矿口的路程，没带测绘图。
0195	来稿：从庙后往北，越过两道沟，坡下有封过的老口子。我当时只数了步子，没带表。
0196	编辑留言：方向先照投稿保留。坐标、高程和闭坑情况请另查北坡地质资料。
0197	口述游记
0198	无坐标、无剖面
0199	轮值簿普通交牌实例一则
0200	网页抄录 · 第14页
0201	前手夜间离界后，从下一个完整18:00—06:00夜班开始计宿。
0202	五月初四23:10前手退界；初五18:00至初六06:00为第一宿，顺次计至第三宿。
0203	不足一个完整夜班的当晚不计。页面日期沿用底本，换算表另列公历。
0204	18:00—次日06:00
0205	不适用
0206	方言词：灯脚、添油、落更
0207	方言索引 · 槐北片
0208	整理三种日常照明和夜间轮值用语。
0209	‘落更’在本条指结束一班夜守，不等于仪式身份。
0210	课题组方言小组
0211	1997采录
0212	桥会唱本目录
0213	目录卡 · 音频缺失
0214	列出春季桥会唱本题名、演唱者和磁带编号。
0215	磁带正在转存，暂提供目录和文字提要。
0216	目录可用
0217	1989采录
0218	雨夜巡沟口述三则
0219	生产习俗 · 3条
0220	村民谈雨夜听水声、看落石和轮班。
0221	西沟的说先听水，北沟的说先看石。三个讲述人各按自己的排班讲，编辑未将次序归并。
0222	槐北三村
0223	网页抄录
0224	读者补正：两个同名山口
0225	勘误栏
0226	读者张先生寄来方位图，指出旧文里两个同名‘老垭口’并非一处。
0227	勘误：原文‘北岭口’改作‘东岭口’。核对项为采录地坐标及进村方向。旧页保留，页首已挂此条。
0228	已勘误
0229	BF-11桥头底片整条与摄影日志
0230	底片袋B · 11—15帧 · OCR不适用
0231	底片袋B的11—15帧已按齿孔连成整条，可与同袋摄影日志对读。
0232	编目注：旧目录只留了中间画面的缩略图。本次补入整条底片，未重排帧位。
0233	摄影日志时刻为23:44；齿孔、冲洗号连续。远景人物清晰度不足以作面部识别。
0234	摄影日志／路牌／水尺
0235	面部识别条件不足
0236	地方材料拾零：三宿交牌残句
0237	《槐县报》第4版 · 胶片118帧
0238	1982年06月18日第4版整版影像，缩微胶片定位为118帧。
0239	检索库曾把本版一处字形识别为近形字。2012年校正的是OCR文本，整版影像未替换。
0240	查阅顺序：先看118帧整版，再与当日发行目录和合订本印章比对。
0241	2012校正
0242	县农机厂技术比武揭晓
0243	第2版 · OCR已校
0244	县农机厂公布春季技术比武名单，报道按工种列一、二等奖。
0245	二等奖：林文，县农机厂机修组。
0246	本条人物栏只著录姓名与工作单位，未见出生年、住址。
0247	人工校正
0248	OCR校正记录 884号
0249	校正日志 · 正文未改
0250	检索文本近形字校正，任务号884。影像文件未重生成。
0251	层级记录：2004年扫描；2012年OCR字段修正。校正前后影像文件标识一致。
0252	三日
0253	三宿
0254	否
0255	夏季客运班次调整
0256	第1版 · 公告
0257	县站调整北线首班车和雨天停靠点。
0258	北线首班提前十分钟，暴雨时不停河湾临时站。
0259	可检索
0260	麦收服务队下乡检修农机
0261	第2版 · 生产
0262	报道三支检修队的路线和服务点。
0263	一队走南线，二队驻西庄，三队上北沟。各点班表由农机站当日登记。
0264	周末露天电影预告
0265	第3版 · 文化
0266	县文化馆公布三处放映点和雨天改期办法。
0267	北街场周六晚七点半，雨天顺延。
0268	失物招领：一串仓库钥匙
0269	第4版 · 分类
0270	钥匙由汽车站值班室保管，须说清挂件。
0271	三月一日晚在县站候车室拾到仓库钥匙一串。失主请向值班室说明钥匙数和挂件样式。
0272	北坡废矿闭坑图与封堵验收
0273	报告号 BP-M92-17 · 坐标开放
0274	BP-M92-17闭坑验收件，含平面、纵剖面和封堵点复查表。
0275	测量摘录：巷道终点与正殿平面距离184米，高程低26米；两者之间剖面为连续页岩。
0276	复查栏：1998年08月未见封堵开裂、渗漏或沉降异常。
0277	连续页岩
0278	北坡局部滑坡首次报送与自然条件
0279	报告号 BP-1998-0719 · 已结项
0280	北坡旧界段局部滑坡首报，报送时间1998-07-19 23:41。
0281	现场条件：累计降雨偏高，页岩软化，坡体渗水，坡脚有新冲刷。坡上旧庙基台未见位移，评定为自然致灾条件充分。
0282	报告范围：滑坡时间、位置、变形量及工程地质条件。未设民俗或人员身份调查栏。
0283	北坡旧界段
0284	自然机制充分
0285	旧庙外轮廓与北墙复测数据
0286	工程测绘 · 坐标表开放
0287	1998年08月对旧庙外轮廓、内墙线和墙厚的一次同坐标复测。
0288	附图包括旧庙外轮廓、1998实测内墙线和已编号房间表。
0289	数值需在HX-54／本地校正系下统一标尺后重新闭合，请勿按网页预览宽度直接量取。
0290	外轮廓／内墙线／墙厚／已编号房间
0291	HX-54／本地校正
0292	西岭四号观测井月报
0293	地下水 · CSV开放
0294	记录水位、温度和缺测日。
0295	4月12日设备检修，缺测已标typed-missing，不作插值。
0296	结项
0297	县道K17边坡排水复核
0298	工程地质 · PDF开放
0299	检查截水沟、锚固和雨后裂缝。
0300	工点范围：县道K17+200至K17+640。槐树村北坡不在本报告坐标框内。
0301	槐北雨量站三季度数据说明
0302	监测数据 · CSV开放
0303	说明时区、缺测和累计雨量口径。
0304	时区统一为北京时间；跨日累计从00:00起算。
0305	1976目录
0306	北沟钻孔柱状图目录卡
0307	仅元数据 · 原始数据未开放
0308	开放项目包括报告号、调查单位、范围和坐标系。孔深及岩性表未上网。
0309	访问状态：metadata-only。原始钻孔柱状图需按BG-CORE-76另行申请。
0310	图层叠加常见问题：坐标与高程
0311	使用说明
0312	提醒平面相近不等于高程和剖面贯通。
0313	叠图前核对坐标系、高程基准、资料年代和范围。
0314	帮助
0315	AS-98约束装置检尺卡
0316	柱环、链节、锁销和铅封的原位检尺。
0317	柱环基点坐标(2.14,4.08)，有效链长0.86米；锁销和铅封收取时连续。
0318	按链长、柱体半径与肩宽合并检尺，最大可达区外缘距基点1.43米；本卡不作法律无责结论。
0319	正殿痕迹分区与拖移复核
0320	两处施力痕迹、工具落点和地面拖移检查。
0321	头部作用区距柱环基点1.74—2.02米；颈部作用区距基点1.61—1.88米。
0322	作用区至尸体最终位置分别有位移差；地面未见从柱边延伸的连续拖移，清单无延长工具。
0323	三份成人尸检窄字段摘要
0324	张大福、李有业、周守义三份对象独立的原卷字段。
0325	张大福：颈部绳索压迫所致窒息；不写‘惊吓自掐’。李有业：冲突期间急性心肌梗死；无致命外伤。
0326	周守义：头部钝性损伤。三份摘要只记死因字段，均不唯一分配行为人。
0327	颈部绳索压迫所致窒息
0328	急性心肌梗死
0329	头部钝性损伤
0330	八名登记者23:44去向对照
0331	只把四表内八名登记者的同期去向并列，不识别底片人物。
0332	离场表记赵成海22:09离开后于22:19进入卫生室连续处置；刘庆余22:08离开后于22:20在东堤签到；孙桂兰22:07离开后于22:18起在村委电台值守。
0333	阿山23:31起在救护登记区；张大福、李有业、周守义留在现场处置链；林青23:36由救护车转送。
0334	本表不含底片人物姓名，不说明任何人进入正殿、来自墙后空间或与匿名U1相同。
0335	四表内八名登记者
0336	不可识别
0337	AV-04波形与双报时标记
0338	走带波形、双报时点与六个待排事件段的数字视图。
0339	标记员已在波形上框出两处报时和六个事件段，未为事件段预排顺序编号。
0340	走带漂移需使用两个报时点校准；底噪连续性另列在同一轨道。
0341	AV-04可访问转写与事件卡
0342	非语义声音的文字等价视图；不标注发声者。
0343	E1开板／E2赤足落地／E3撞击／E4抬杠／E5关门／E6落槽。
0344	录音机在撞击段后跌落但继续录音；转写只记声音类型和相对位置。
0345	DOOR-98-A构件检尺
0346	门体、木杠、承槽、导向环、暂托销与门缝的同标尺构件图。
0347	检尺图保留内外侧、转轴端、承槽剖面与各接触点标注。
0348	请在原图上读取长度、直径、门缝与开启方向，网页不另制简化示意图。
0349	图内标注
0350	内外侧已标
0351	门闩纤维、划痕与清单摘录
0352	门杠、销颈、导向环、门缝与地面的分区痕迹记录。
0353	记录页已将纤维接触、金属擦痕、声音延迟和地面检查分栏排列。
0354	现场清单与痕迹图为两个来源层；需对读后才能勾选候选方案所需字段。
0355	纤维／擦痕／声音／地面
0356	另栏
0357	墙后物件形成时间卡
0358	修补线、药袋、纸本和断口各自的时间上下界。
0359	修补线压在1974灰层下；药袋批号最早不早于1982。
0360	纸本页已列入1998封存清单；救援开板断口在收取时仍新鲜。
0361	墙后沉积与使用层剖面
0362	煤烟、送食口磨损与物件层位的相对顺序。
0363	下层修补线早于药袋层；纸本压在较新煤烟下，救援断口切过全部旧层。
0364	剖面只支持多个年代的使用痕迹，不提供逐日连续居住记录。
0365	P-07／D-03／W-02匿名样本卡
0366	三件样本谱、收取位置与保管链并列，不含姓名。
0367	P-07来自墙后木板；D-03来自暂托销；W-02来自墙后旧绷带。三者匿名样本谱一致。
0368	三件各自独立封袋，收取人、时间和库位连续。
0369	F-02连续足迹与缺趾字段
0370	赤足印测点、个体特征与离场时间的路线图。
0371	足迹测点由同一组编号连续记录，左足个体特征在各段重复出现。
0372	路线图以23:26为离场记录时点；桥头底片另袋著录，未拼入本图。
0373	匿名U1首次跨入事件卡
0374	AV-04相对时序、门槛痕迹与八人表的并列事件字段。
0375	开板后，连续赤足痕从墙后门槛完整跨入正殿；校准时间为22:47±1。
0376	四张登记表没有这条匿名进入记录；事件卡不含姓名，也不连接23:44桥头M1。
0377	U1身份合取核验回单
0378	匿名样本、亲缘模型、家庭唯一性与旧伤字段的联合核验。
0379	核验范围：匿名人物U1身份登记。样本归一、全同胞关系、家庭唯一性、失踪时间窗和旧足伤均通过字段一致性核验。
0380	排除范围：BF-11远景人物、门外落杠操作和三名成人死亡行为不在本回单的身份判定范围内。
0381	匿名人物U1身份登记
0382	BF-11认脸／死亡行为分配
0383	林家户籍、学籍与失踪窗合并目录
0384	1975复核
0385	林青的有记录全同胞与林文失踪时间字段。
0386	父母档案与学籍交叉后，林青只有一名有记录全同胞哥哥：林文。
0387	林文最后公开学籍/户籍活动止于1975；同名人员需另按出生年和住址排除。
0388	MED-LW-72旧伤门诊卡目录
0389	林文左足旧伤的同期医疗字段。
0390	患者林文：左足第二趾远节缺失，伤后复诊。
0391	本卡只提供姓名、年份和体征，不包含1998行为记录。
0392	林文
0393	左足第二趾远节缺失
0394	U1五项行为字段表
0395	1998材料／2026复核
0396	五项行为命题各自绑定直接来源和当前状态。
0397	接触与离场：墙后木板接触—可确认；暂托销接触—可确认；23:26离场—可确认。
0398	行为责任：门外落杠—仍未决；成人死亡责任—仍未决。
0399	方小禾生活与最后到校记录
0400	点名、迁转表领取和官方去向的时间字段。
0401	1971年秋最后到校记录完整；其后村级边注写‘随亲迁出’。
0402	本附件不含其他儿童的生活材料。
0403	方小禾
0404	随亲迁出
0405	方小禾迁入接收核查
0406	1971—2026核查
0407	迁出边注对应的接收地、存根与回执空缺。
0408	所列接收地无同名迁入回执；迁转表领取存根存在，但没有完成接收联。
0409	空缺只说明接收链未闭合，不证明死亡。
0410	HR-01／方小禾独立身份核验
0411	年龄年代、左桡骨旧伤与同胞弟弟模型。
0412	UNIT-G14／HR-01：约8岁，左桡骨陈旧愈合畸形；1971地坪层。
0413	在世同胞弟弟全同胞模型支持身份关联；不借用牙科或胫骨特征。
0414	左桡骨陈旧愈合畸形
0415	邓梅健康卡与最后记录
0416	学校健康卡、最后到校和村级官方去向。
0417	1973年学校健康卡与最后记录相接；村级边注后写‘病亡’。
0418	本附件不含方小禾或许有生的生活材料。
0419	邓梅
0420	病亡
0421	邓梅医疗与墓地接收核查
0422	1973—2026核查
0423	医院、村医和墓地三类接收记录的检索结果。
0424	医院死亡登记、村医接收页和公开墓地登记均无对应接收。
0425	三处空记录不能推出药物、死因或行为人。
0426	HR-02／邓梅独立身份核验
0427	年龄年代、乳磨牙治疗痕与母女模型。
0428	UNIT-G16／HR-02：约8岁，上颌乳磨牙有特殊治疗痕；1973补铺层。
0429	在世母亲的母女模型支持身份关联；不借用桡骨或胫骨特征。
0430	上颌乳磨牙特殊治疗痕
0431	许有生疫苗卡与最后记录
0432	疫苗卡、跑腿名单与官方‘落水失踪’时间字段。
0433	1974疫苗卡后仍有一条最后记录；村级公告写‘落水失踪’。
0434	跑腿名单只证明一次普通接触机会，不证明到达最终地点。
0435	许有生
0436	落水失踪
0437	许有生河道接收核查
0438	1974—2026核查
0439	搜寻公告、下游接收和无名儿童登记检索。
0440	同期河道搜寻公告存在；检索范围内无对应无名儿童接收。
0441	河道空记录只收窄官方去向，不证明死亡经过。
0442	HR-03／许有生独立身份核验
0443	年龄年代、右胫骨旧反应与同胞妹妹模型。
0444	UNIT-H15／HR-03：约8岁，右胫骨旧骨膜反应；1974封面层。
0445	在世妹妹全同胞模型支持身份关联；不借用桡骨或牙科特征。
0446	右胫骨旧骨膜反应
0447	UNIT-G14匿名单元与地坪层
0448	1971层
0449	匿名单元坐标、工程层与位置号，不含姓名。
0450	UNIT-G14／HR-01位于东侧第一旧灯位范围，封闭层对应1971工程。
0451	POS-EAST-1/东一位
0452	UNIT-G16匿名单元与补铺层
0453	1973层
0454	UNIT-G16／HR-02位于西侧第二旧灯位范围，补铺层对应1973工程。
0455	POS-WEST-2/西二位
0456	UNIT-H15匿名单元与封面层
0457	1974层
0458	UNIT-H15／HR-03位于北侧第三旧灯位范围，封面层对应1974工程。
0459	POS-NORTH-3/北三位
0460	E98-O-031守牌来源卡
0461	牌号、旧缺口、穿绳磨损、原位照和逐次保管节点。
0462	守牌于1998-07-17在墙后生活层原位照后独立封袋；2004只隔袋扫描。
0463	牌号、旧缺口与尾券拓印对应；1998—2026出入库连续。
0464	交手尾券牌号与拓印卡
0465	1964／1974覆写
0466	尾券编号、缺口描摹与穿绳痕的可见字段。
0467	尾券记GT-74-1，半缺口方向为东北；拓印显示旧穿绳磨损。
0468	尾券是人间存券附属经手记录，不是第四件独立契物。
0469	1964北坡旧界方位图
0470	旧界线、交牌界符号、庙门与方位参照的原图。
0471	原图为手绘方位图，北向、比例尺、界线和两处门位均保留原标注。
0472	图上不含1998人员路线；请以共同测点与1998平面配准。
0473	1964北坡旧界图
0474	1998救援平面与23:26离场线
0475	1964旧界线与1998离场路线的同坐标配准图。
0476	叠图使用两个固定墙角和正门轴点校准，离场线以F-02测点连接。
0477	23:44桥头底片未参与本次空间配准。交点需在叠图上读取。
0478	两墙角／正门轴点
0479	SRC-COV-HUMAN人间存券来源卡
0480	东柜收取、独立封袋、扫描和现保管状态。
0481	1964形成，1970—1974刮改覆写；1998正殿东柜原位照后收取，2004只扫描物证卡。
0482	2026仍在警方受限保管单元；不证明1974仪式举行或改写者。
0483	SRC-COV-MOUNTAIN告山副券来源卡
0484	北坡封闭券龛原位发现与连续封装入库。
0485	1964同批形成，1974后置于北坡界石旁券龛；2026排水加固时原位发现。
0486	录像、封泥、取出、封装和入库签收连续；不确认放置者或非人接收。
0487	候选方案A六项现实动作预览
0488	2026故事内方案卡
0489	独立编号、限定问题、人员动作、返还、取消与结论范围。
0490	一、编号与目的：三件原物沿用各自编号、文书、包装与封识；只回答限定问题RQ-01，不合并权属。
0491	二、人员、时间、地点：各保管机构另行授权后，由原机构经办人与指定鉴定人员在县联合检验室独立分格台执行，限同一白班三小时；QC-447不在经办名单。
0492	三、物理动作：各件置于同一外层校准装具的独立分格，彼此不接触；只比较断边微形变与半印相对位置，不补字、不补纸、不重印。
0493	四、移出与返还：各原机构人员分别核封、启封、看护、复封，白班结束前按原链返还；发现物随后由指定库房验封入藏。
0494	五、取消与回退：任一机构批准、场地、状态、封识或运输条件不满足即取消；异常时原路复封返还，不改走另一方案。
0495	六、结论范围：只记录实际动作与RQ-01限定意见；不就1974操作、民俗效力、儿童死亡责任或额外因果出具意见。
0496	仅提交建议
0497	各原件保管机构
0498	指定经办人员
0499	候选方案B六项现实动作预览
0500	分件保护、数字参见、最终入藏、异常回退与未决边界。
0501	一、编号与目的：三件原物保持各自编号和保管链；以最小移动完成保护与数字有界参见，RQ-01接受未决。
0502	二、人员、时间、地点：各现保管机构的受权文保人员在各自库房正常白班分别执行；没有共同地点或共同时间窗，QC-447不经办。
0503	三、物理动作：原物不进入共同装具；分别完成现状评估、适宜支撑与封装，保存认证影像、无损检测和统一校准的衍生数据。
0504	四、移出与入藏：不为比对跨库移出；各件由当前经办人核封，发现物由指定库房验封、核收并完成最终入藏。
0505	五、异常与回退：任一件状态异常即按自己的保管流程回退，不为缩小未决而增加原物风险。
0506	六、结论边界：分件保护完成不等于旧契无效、儿童已经获释或额外因果不存在；RQ-01继续保持未决。
0507	无
0508	赵成海防汛红绳领物与暂盘
0509	两盘红绳领用、暂盘少一盘和物资职务字段。
0510	赵成海签领两盘新制防汛绳；次晨暂盘先记少一盘。
0511	领用本身只证明经手物资，不证明关键时窗位置。
0512	卫生室连续处置与近路中断记录
0513	处置签字、见证时段和积水断路报修。
0514	22:19起赵成海在卫生室连续协助处置至00:05；多人分段签字相接。
0515	22:16近路因积水中断，绕行无法覆盖门闩关键时窗。
0516	门闩纤维与沙袋终盘对照
0517	门闩残留纤维、防汛绳批次和沙袋核销。
0518	门闩残留为旧棉纱左捻；防汛领物为新制涤棉混纺右捻。
0519	暂盘少的一盘在次晨沙袋捆扎终盘中核销。
0520	墙后纸本1998封存清单
0521	封袋号、页数、缺角和2004逐页扫描的对应字段。
0522	纸本在1998以袋号E98-D-044封存，页数及右下缺角已登记。
0523	2004扫描逐页对应同一袋号；数字哈希只覆盖扫描正文。
0524	1982《槐县报》发行与合订本目录
0525	发行目录、胶片帧和县图书馆借阅章。
0526	1982-06-18第4版列入当日发行目录；合订本同版同句并有1982借阅章。
0527	2004扫描与2012 OCR校正不改变该版出版时间。
0528	BF-11五格底片接触印样，保留齿孔、时间尺、水尺与路牌参照。
0529	底片袋BF-11数字接触印样 · 请按齿孔顺序与摄影日志对读
0530	AV-04音轨波形与时间尺，两处报时点及六个待排事件段可见。
0531	AV-04波形视图 · 先定报时锚点，再读相对顺序
0532	1998年旧庙测绘平面图，标有外轮廓、内墙线、门口、比例尺和测点。
0533	1998旧庙复测图 · 数值须在同一坐标与标尺下闭合
0534	1964年轮灯簿与存券的底本数字影像，纸面、行款、批注和残损边界可见。
0535	1964底本影像 · 请按原行款辨认户、轮值、交手与撤止条款
0536	1970至1974年覆写文本的数字影像，补笔、刮擦与墨色差分布在原有行款中。
0537	1970—1974覆写层 · 与1964底本分层对读
0538	底本与覆写层的局部对照裁切，包括关键字、刮擦边缘和墨色交界。
0539	版本细部裁切 · 勘误页只标记层次，不补猜缺字
0540	1982年06月18日《槐县报》第4版整版缩微影像，版头、栏序和正文区块可见。
0541	《槐县报》1982-06-18第4版 · OCR仅作定位，字形以整版影像为准
0542	1998年连续足迹与离场路线图，由墙后门、正殿至门廊的测点按时序连接。
0543	F-02连续足迹路线 · 路线与桥头底片分开著录
0544	1964年北坡旧界方位图，含北向、界线、界符、庙门与参照点。
0545	1964北坡旧界图 · 先核北向和标尺，再与1998路线配准
0546	1964旧界线与1998年离场路线的配准叠图，两组坐标参照和门口交叠区可见。
0547	1964旧界—1998离场线配准图 · 只读取路线与界线的空间交点
0548	内开双门、转轴木杠、承槽、导向环、暂托销与门缝的构件关系图。
0549	DOOR-98-A构件检尺图 · 构件关系与操作者身份分开记录
0550	门杠、暂托销、导向环和门缝的痕迹记录页，纤维、擦痕、方位与测量点可见。
0551	门部痕迹记录 · 请与构件检尺图交叉阅读
